pageid,pagetitle,label,revisionid,timestamp,comment,parentid
30727366,Q29068592,Bahia De Caraquez,2702235,2019-05-15T23:54:19Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773159752
30727370,Q29068596,Sungai Semayam,2702235,2019-05-15T23:54:26Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766647892
30727377,Q29068603,Sungai Semawa,2702235,2019-05-15T23:54:39Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",775513129
30727379,Q29068605,Rio Nile,2702235,2019-05-15T23:54:43Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",767647011
30727380,Q29068606,Sungai Sematai,2702235,2019-05-15T23:54:45Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773159774
30727381,Q29068607,Bugat Sum,2702235,2019-05-15T23:54:47Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772467977
30727383,Q29068609,Sungai Semat,2702235,2019-05-15T23:54:55Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772467985
30727388,Q29068614,Marcabeli,2702235,2019-05-15T23:55:04Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",767647021
30727389,Q29068615,Sungai Semang,2702235,2019-05-15T23:55:06Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",771015444
30727393,Q29068619,Sungai Semambak,2702235,2019-05-15T23:55:12Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773159792
30727397,Q29068623,La Joya De Los Sachas,2702235,2019-05-15T23:55:20Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766647928
30727400,Q29068626,Tes Sum,2702235,2019-05-15T23:55:24Z,b'',771015472
30727401,Q29068627,Jaramijo,2702235,2019-05-15T23:55:26Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402353
30727402,Q29068628,Bukit Samak,2702235,2019-05-15T23:55:28Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180859
30727403,Q29068629,Tes District,2702235,2019-05-15T23:55:30Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180864
30727404,Q29068630,Chibunga,2702235,2019-05-15T23:55:32Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468006
30727405,Q29068631,Nancy Kranich,2702235,2019-05-15T23:55:34Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",767647045
30727408,Q29068634,Lago San Pedro,2702235,2019-05-15T23:55:38Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",771015484
30727409,Q29068635,Sungai Semada,2702235,2019-05-15T23:55:40Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773159806
30727410,Q29068636,Tsagaanhayrhan,2702235,2019-05-15T23:55:42Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180872
30727411,Q29068637,P. N. Rangarajan,2702235,2019-05-15T23:55:44Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468029
30727411,Q29068637,P. N. Rangarajan,3062198,2019-04-14T07:48:52Z,b'/* wbsetlabel-add:1|ast */ P. N. Rangarajan',721130137
30727411,Q29068637,P. N. Rangarajan,915176992,2019-04-15T22:04:01Z,b'/* wbsetdescription-add:1|en */ Indian virologist',913305222
30727411,Q29068637,P. N. Rangarajan,915177001,2019-04-15T22:04:02Z,b'/* wbsetaliases-add:1|en */ Pundi Narasimhan Rangarajan',915176992
30727411,Q29068637,P. N. Rangarajan,915177171,2019-04-15T22:04:14Z,b'/* wbsetclaim-create:2||1 */ [[Property:P27]]: [[Q668]]',915177001
30727412,Q29068638,Rumipamba,6811,2019-04-15T23:54:07Z,b'/* wbeditentity-update:0| */ BOT - Adding descriptions (1 languages): es',915177171
30727415,Q29068641,Amaluza,2702235,2019-05-15T23:55:48Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468019
30727417,Q29068643,Sungai Selungun,2702235,2019-05-15T23:55:51Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180888
30727419,Q29068645,Bajan Sum,2702235,2019-05-15T23:55:55Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180897
30727420,Q29068646,Sungai Selubok,2702235,2019-05-15T23:55:57Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180909
30727423,Q29068649,Sungai Selaut,2702235,2019-05-15T23:56:03Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",767647073
30727424,Q29068650,Bor-Burgasny,2702235,2019-05-15T23:56:05Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766647985
30727425,Q29068651,Calpi,2702235,2019-05-15T23:56:07Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766647971
30727426,Q29068652,Sungai Seluar,2702235,2019-05-15T23:56:09Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",775513616
30727427,Q29068653,Selenge River,2702235,2019-05-15T23:56:11Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402364
30727428,Q29068654,Bellamaria,2702235,2019-05-15T23:56:13Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180914
30727429,Q29068655,Sungai Selot,2702235,2019-05-15T23:56:15Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773108233
30727431,Q29068657,Sungai Selut,2702235,2019-05-15T23:56:19Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402375
30727432,Q29068658,Jambeli,2702235,2019-05-15T23:56:21Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",775513783
30727435,Q29068661,Sungai Selensing,2702235,2019-05-15T23:56:26Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180921
30727436,Q29068662,Nuevo Martos,2702235,2019-05-15T23:56:28Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766648000
30727438,Q29068664,Sungai Selindong,2702235,2019-05-15T23:56:30Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",771015496
30727440,Q29068666,Sungai Selim,2702235,2019-05-15T23:56:34Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",767647111
30727441,Q29068667,Sungai Seligi,2702235,2019-05-15T23:56:36Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",771015507
30727444,Q29068670,Sungai Selek,2702235,2019-05-15T23:56:42Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773108256
30727445,Q29068671,Sungai Selei,2702235,2019-05-15T23:56:44Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766648028
30727446,Q29068672,Sungai Selau,2702235,2019-05-15T23:56:46Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",771015516
30727447,Q29068673,Sungai Selarong,2702235,2019-05-15T23:56:48Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402589
30727448,Q29068674,Sungai Selapok,2702235,2019-05-15T23:56:50Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180929
30727450,Q29068676,Sungai Selandak,2702235,2019-05-15T23:56:53Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468088
30727451,Q29068677,Sungai Selabi,2702235,2019-05-15T23:56:55Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468116
30727454,Q29068680,Sungai Selabak,2702235,2019-05-15T23:57:01Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",772468110
30727457,Q29068683,Sungai Sekuan,2702235,2019-05-15T23:57:07Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402602
30727460,Q29068686,Sungai Sekor,6811,2019-04-16T10:53:54Z,"b'/* wbeditentity-update:0| */ BOT - Adding descriptions (49 languages): arz, dty, en-ca, en-gb, fo, fy, ga, gn, gv, hsb, ia, id, jv, ka, ku, kw, la, li, map-bms, min, ml, mn, mr, ms, my, nds-nl, ne, pam, ps, rmy, scn, sd, sh, si, sq, stq, su, sw, ta, tg-cyrl, tg-latn, th, tl, tt, tt-cyrl, tt-latn, ur, yo, zea / Fixing descriptions (4 languages): be, be-tarask, mk, uk'",499183328
30727465,Q29068691,Sungai Sekerangan,2702235,2019-05-15T23:57:19Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766648073
30727468,Q29068693,Sungai Sekerang,2702235,2019-05-15T23:57:23Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",769402650
30727471,Q29068695,Sungai Sekarang,2702235,2019-05-15T23:57:26Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",773108285
30727481,Q29068710,Sable Elyse Smith,3062198,2019-04-14T07:48:54Z,b'/* wbsetlabel-add:1|ast */ Claudia M\xc3\xb6stel',719426173
30727481,Q29068710,Sable Elyse Smith,3062198,2019-04-14T07:48:55Z,b'/* wbsetlabel-add:1|ast */ Sable Elyse Smith',876828970
30727482,Q29068711,Institut d'Estudis Econòmics Província d'Alacant,139996,2019-05-08T18:45:31Z,"b""/* wbcreateclaim-create:1| */ [[Property:P6714]]: 18463, Matched to [[:toollabs:mix-n-match/#/entry/74197123|Sable Elyse Smith (#74197123)]] #mix'n'match""",913305250
30727482,Q29068711,Institut d'Estudis Econòmics Província d'Alacant,1829343,2019-04-11T11:38:42Z,b'/* wbremoveclaims-remove:1| */ [[Property:P131]]: [[Q54936]]',516721449
30727482,Q29068711,Institut d'Estudis Econòmics Província d'Alacant,1829343,2019-04-11T11:39:34Z,"b""/* wbsetlabel-add:1|en */ Institut d'Estudis Econ\xc3\xb2mics Prov\xc3\xadncia d'Alacant""",909918940
30727484,Q29068713,Martin Schorr,1829343,2019-04-11T11:39:34Z,b'/* wbsetaliases-add:1|en */ Instituto de Estudios Econ\xc3\xb3micos Provincia de Alicante',909919650
30727487,Q29068718,educational programming language,3062198,2019-04-14T07:48:57Z,b'/* wbsetlabel-add:1|ast */ Scott Pera',840021179
30727491,Q29068725,2017 Formula 3 Brasil season,3361,2019-03-20T18:05:30Z,b'/* wbsetlabel-add:1|ar */ \xd8\xa7\xd9\x84\xd9\x85\xd8\xac\xd9\x84\xd8\xb3 \xd8\xa7\xd9\x84\xd9\x88\xd8\xb7\xd9\x86\xd9\x8a \xd8\xa7\xd9\x84\xd8\xa8\xd8\xa7\xd9\x83\xd8\xb3\xd8\xaa\xd8\xa7\xd9\x86\xd9\x8a \xd8\xa7\xd9\x84\xd9\x8014',761245782
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-02T10:22:51Z,"b'/* wbcreateclaim-create:1| */ [[Property:P641]]: [[Q5386]], #quickstatements; #temporary_batch_1554200492578'",775621236
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-02T10:27:31Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P641]]: [[Q5367]], #quickstatements; #temporary_batch_1554200788225'",900537667
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-02T12:16:46Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P31]]: [[Q27020041]], #quickstatements; #temporary_batch_1554207331018'",900540542
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-02T20:11:52Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1346]]: [[Q138745]], ([[:toollabs:editgroups/b/harvesttemplates/fe6c2f7327cd|details]])'",900600207
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-02T20:11:53Z,"b'/* wbsetreference-add:2| */ [[Property:P1346]]: [[Q138745]], ([[:toollabs:editgroups/b/harvesttemplates/fe6c2f7327cd|details]])'",900907024
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-03T09:44:41Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P31]]: [[Q7849]]',900907046
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-03T15:16:27Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3450]]: [[Q20755615]], #quickstatements; #temporary_batch_1554304474719'",901332294
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-03T15:16:28Z,"b'/* wbsetqualifier-add:1| */ [[Property:P155]]: [[Q29068051]], #quickstatements; #temporary_batch_1554304474719'",901553180
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-03T15:18:08Z,"b'/* wbsetqualifier-add:1| */ [[Property:P1545]]: 20, #quickstatements; #temporary_batch_1554304619314'",901553191
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-04-03T15:19:09Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P361]]: [[Q20755615]], #quickstatements; #temporary_batch_1554304715353'",901554499
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:18:10Z,b'/* wbsetclaim-update:2||1 */ [[Property:P585]]: 26 November 2017',901555291
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:18:25Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P5053]]: [[Q138745]]',946047274
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:18:34Z,b'/* wbsetclaim-create:2||1 */ [[Property:P17]]: [[Q878]]',946047388
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:18:41Z,b'/* wbsetclaim-create:2||1 */ [[Property:P276]]: [[Q172869]]',946047453
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:18:50Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3157]]: 55 lap',946047497
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:19:21Z,b'/* wbsetclaim-create:2||1 */ [[Property:P361]]: [[Q20755615]]',946047558
30727494,Q29068728,2017 Abu Dhabi Grand Prix,1156857,2019-05-21T12:19:25Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3450]]: [[Q20755615]]',946047788
30727495,Q29068729,Giovanni Pulvirenti,1156857,2019-05-21T12:19:46Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3764]]: [[Q138745]]',946047819
30727496,Q29068731,Category:Conceição da Feira,3062198,2019-04-14T07:48:58Z,b'/* wbsetlabel-add:1|ast */ Giovanni Pulvirenti',699985399
30727497,Q29068732,Category:Central (Bahia),6811,2019-04-24T05:41:44Z,"b'/* wbeditentity-update:0| */ BOT - Adding descriptions (49 languages): arz, dty, en-ca, en-gb, fo, fy, ga, gn, gv, hsb, ia, id, jv, ka, ku, kw, la, li, map-bms, min, ml, mn, mr, ms, my, nds-nl, ne, pam, ps, rmy, scn, sd, sh, si, sq, stq, su, sw, ta, tg-cyrl, tg-latn, th, tl, tt, tt-cyrl, tt-latn, ur, yo, zea / Fixing descriptions (4 languages): be, be-tarask, mk, uk'",720808306
30727498,Q29068733,Lois Bellman,6811,2019-03-20T13:48:10Z,b'/* wbeditentity-update:0| */ BOT - Adding labels (1 languages): es',859681692
30727499,Q29068734,Category:Castro Alves (Bahia),3062198,2019-04-14T07:48:59Z,b'/* wbsetlabel-add:1|ast */ Lois Bellman',888881927
30727511,Q29068747,Category:Glória (Bahia),2702235,2019-05-15T23:57:34Z,"b'/* wbsetdescription-add:1|ast */ p\xc3\xa1xina de dixebra, #quickstatements; [[:toollabs:quickstatements/#/batch/12876|batch #12876]] by [[User:Amasuela|]]'",766180959
30727514,Q29068750,Category:Floresta Azul,6811,2019-04-05T12:48:14Z,"b'/* wbeditentity-update:0| */ BOT - Adding descriptions (49 languages): arz, dty, en-ca, en-gb, fo, fy, ga, gn, gv, hsb, ia, id, jv, ka, ku, kw, la, li, map-bms, min, ml, mn, mr, ms, my, nds-nl, ne, pam, ps, rmy, scn, sd, sh, si, sq, stq, su, sw, ta, tg-cyrl, tg-latn, th, tl, tt, tt-cyrl, tt-latn, ur, yo, zea / Fixing descriptions (4 languages): be, be-tarask, mk, uk'",721652406
30727530,Q29068766,Tracey O'Connor,2577756,2019-04-30T23:07:24Z,"b'/* wbsetsitelink-add:1|arwiki */ \xd8\xaa\xd8\xb1\xd8\xa7\xd8\xb3\xd9\x8a \xd8\xa3\xd9\x88\xd9\x83\xd9\x88\xd9\x86\xd9\x88\xd8\xb1, Setting ar link'",879208746
30727530,Q29068766,Tracey O'Connor,2577756,2019-04-30T23:07:25Z,"b'/* wbsetlabel-add:1|ar */ \xd8\xaa\xd8\xb1\xd8\xa7\xd8\xb3\xd9\x8a \xd8\xa3\xd9\x88\xd9\x83\xd9\x88\xd9\x86\xd9\x88\xd8\xb1, Setting ar label'",929463780
30727530,Q29068766,Tracey O'Connor,45306,2019-05-28T06:33:19Z,"b'/* wbcreateclaim-create:1| */ [[Property:P597]]: 150160, ([[:toollabs:editgroups/b/harvesttemplates/ea09ee6e543e|details]])'",929463789
30727530,Q29068766,Tracey O'Connor,45306,2019-05-28T06:33:20Z,"b'/* wbsetreference-add:2| */ [[Property:P597]]: 150160, ([[:toollabs:editgroups/b/harvesttemplates/ea09ee6e543e|details]])'",950749490
30727531,Q29068767,Thomas Schoen,45306,2019-05-28T08:08:25Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2642]]: 800210146',950749499
30727532,Q29068768,Grace Mandeville,3062198,2019-04-14T07:49:01Z,b'/* wbsetlabel-add:1|ast */ Thomas Schoen',875312960
30727535,Q29068771,Sammuel Sanes,1790718,2019-03-26T23:48:31Z,"b'/* wbsetdescription-add:1|de */ griechischer Schauspieler, #quickstatements; [[:toollabs:quickstatements/#/batch/9632|batch #9632]] by [[User:Hog\xc3\xbc-456|]]'",882272244
30727535,Q29068771,Sammuel Sanes,150965,2019-03-20T23:49:11Z,"b'/* wbsetclaimvalue:1| */ [[Property:P2035]]: https://www.linkedin.com/in/sammuel-sanes-2927054, \xd1\x81\xd0\xbc. / see [[Template:Autofix|autofix]] \xd0\xbd\xd0\xb0 / on [[Property talk:P2035]]'",874160747
30727535,Q29068771,Sammuel Sanes,2728610,2019-03-21T13:53:32Z,b'/* wbsetclaimvalue:1| */ [[Property:P2035]]: https://www.linkedin.com/in/sammuel-sanes-2927054/',889352970
30727539,Q29068776,Sammuel,6811,2019-04-03T08:47:20Z,"b'/* wbeditentity-update:0| */ BOT - Adding descriptions (49 languages): arz, dty, en-ca, en-gb, fo, fy, ga, gn, gv, hsb, ia, id, jv, ka, ku, kw, la, li, map-bms, min, ml, mn, mr, ms, my, nds-nl, ne, pam, ps, rmy, scn, sd, sh, si, sq, stq, su, sw, ta, tg-cyrl, tg-latn, th, tl, tt, tt-cyrl, tt-latn, ur, yo, zea / Fixing descriptions (3 languages): be, be-tarask, uk'",680794256
30727539,Q29068776,Sammuel,2858362,2019-04-04T21:31:21Z,"b'/* wbsetlabel-add:1|ast */ Sammuel, #quickstatements; [[:toollabs:quickstatements/#/batch/10301|batch #10301]] by [[User:YoaR|]]'",511263692
30727540,Q29068777,Jean Julien,2858362,2019-04-04T21:31:22Z,"b'/* wbsetaliases-add:1|ast */ Sammuel (nome propiu), #quickstatements; [[:toollabs:quickstatements/#/batch/10301|batch #10301]] by [[User:YoaR|]]'",902834353
30727542,Q29068780,Bruno Wartelle,3062198,2019-04-14T07:49:04Z,b'/* wbsetlabel-add:1|ast */ Pedro Rosas Bravo',877968139
30727542,Q29068780,Bruno Wartelle,6811,2019-03-18T17:43:21Z,b'/* wbeditentity-update:0| */ BOT - Adding labels (1 languages): es',873156458
